cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cluster_idx
30,842,123,37,426,49,34,604,219,108,58
438,648,2,130,182,94,404,571,178,325,97
331,801,471,15,311,7,20,136,110,50,76
39,321,353,197,152,54,333,490,133,108,33
51,181,115,28,257,107,400,449,30,96,18
145,571,24,128,243,7,286,610,18,385,49
351,775,290,143,0,83,269,345,112,29,64
283,444,303,29,268,65,494,430,223,253,83
330,624,80,138,276,6,363,123,119,32,73
349,707,580,77,216,14,101,557,237,123,34
294,349,468,190,145,100,63,645,136,172,52
383,58,0,59,58,42,409,372,279,356,90
349,496,390,174,221,105,272,293,28,153,68
20,469,80,189,394,34,283,533,81,377,98
320,149,385,171,442,23,547,485,252,179,32
141,574,293,70,388,25,47,550,122,26,45
152,191,515,185,66,94,67,611,105,385,19
262,466,212,230,241,13,250,389,30,157,84
39,321,353,10,152,54,333,490,133,100,33
168,448,483,75,62,33,58,204,289,395,23
141,481,184,121,395,78,424,165,75,103,26
41,231,42,225,124,33,241,537,97,238,37
417,110,265,188,45,87,140,152,154,213,59
51,465,116,28,257,46,400,449,30,96,18
430,232,474,22,449,101,434,554,21,146,77
287,330,323,239,324,67,148,272,121,151,57
38,559,548,221,49,115,349,411,230,244,89
328,469,80,189,394,103,283,541,81,377,98
371,483,421,98,68,71,414,499,73,111,99
28,115,17,181,115,0,559,509,59,94,56
441,623,122,202,491,38,390,333,221,193,63
370,444,164,53,64,104,464,355,86,306,17
142,183,50,255,247,107,157,481,39,47,93
124,388,416,104,93,115,157,377,41,154,5
299,351,495,8,377,83,512,320,266,401,75
64,90,330,16,337,3,235,453,164,246,3
141,481,219,121,395,78,424,165,75,51,26
257,144,46,140,316,78,460,634,198,113,31
371,483,421,172,495,71,414,499,73,111,99
417,110,265,188,45,87,140,152,154,213,59
404,377,355,64,18,52,243,10,139,267,24
122,686,122,202,283,38,390,333,221,193,63
166,771,191,38,482,33,440,438,18,279,44
284,492,546,205,243,23,368,485,28,177,40
65,603,209,133,418,64,145,574,72,390,71
386,364,447,73,125,66,155,447,251,287,1
141,481,219,226,395,78,424,165,26,103,26
299,351,495,8,377,83,429,542,266,69,75
371,483,236,98,495,71,414,499,73,111,99
59,364,450,249,183,73,274,85,189,134,41
421,432,392,140,264,48,487,149,12,286,39
28,115,17,181,328,0,76,509,59,94,56
141,574,293,42,128,25,47,30,122,26,45
446,171,480,226,88,43,551,328,190,91,85
282,342,67,107,319,80,545,111,155,85,7
438,370,109,210,224,73,425,251,157,337,35
331,801,163,15,311,7,20,136,146,50,76
437,115,17,181,115,0,76,509,59,94,56
9,603,209,68,418,64,145,574,72,390,71
243,66,377,158,14,111,503,617,110,123,69
59,364,450,249,112,8,274,85,189,134,41
140,836,208,24,310,68,202,303,156,257,79
383,58,0,59,460,42,409,372,279,356,90
56,149,385,33,442,23,547,485,147,217,32
217,349,468,190,145,100,63,395,136,172,52
24,516,398,11,480,105,564,7,83,304,16
361,101,141,18,109,0,330,214,77,183,14
428,568,31,42,284,37,484,296,205,276,43
349,707,522,77,216,111,101,385,237,123,34
59,364,289,249,112,73,274,85,189,134,41
224,195,441,11,273,45,49,626,123,212,21
141,481,219,251,395,78,424,165,75,103,26
416,432,392,140,264,48,487,149,260,286,39
60,411,17,227,51,57,462,14,227,232,62
438,750,381,252,224,73,425,104,157,337,35
399,364,450,249,112,73,274,85,189,242,41
446,171,480,252,204,43,136,550,190,91,85
168,648,2,112,405,94,404,571,120,325,97
152,191,367,185,66,94,67,611,105,385,19
320,775,507,120,304,19,140,144,40,312,15
39,321,353,191,152,54,552,490,133,100,33
152,191,367,185,66,94,67,15,161,385,19
282,342,67,199,319,106,476,111,293,85,7
291,156,345,22,296,35,195,414,9,31,70
64,90,330,10,337,11,235,453,142,246,3
30,532,415,53,378,83,351,450,55,151,96
75,813,386,153,380,52,229,319,136,200,67
282,342,481,199,319,106,545,111,155,85,7
389,27,525,228,323,42,263,445,285,343,74
370,444,164,53,64,29,464,355,103,306,17
291,341,68,6,263,35,195,414,9,31,70
416,612,392,114,264,48,487,149,12,286,39
98,630,142,246,55,42,291,595,127,399,81
9,51,209,133,418,64,145,574,72,390,71
150,388,416,104,93,115,361,377,272,154,5
41,231,42,225,124,80,241,47,97,24,37
404,377,355,64,18,115,243,256,139,267,24
64,90,330,144,337,11,235,121,164,246,3
287,330,323,239,324,0,148,582,121,151,57
166,771,191,38,482,33,440,66,194,279,44
185,355,141,18,400,0,330,214,77,183,14
168,648,2,112,182,94,404,571,178,161,97
224,195,178,11,354,8,49,626,123,212,21
9,603,209,133,418,64,476,574,72,265,71
51,465,115,28,257,107,471,449,30,249,18
11,635,523,214,181,101,565,57,121,380,9
317,171,480,252,88,87,551,550,190,91,85
145,571,24,215,243,7,303,307,18,377,49
446,558,480,248,88,43,551,550,190,91,85
166,771,191,38,482,33,440,438,252,279,44
185,564,320,84,300,69,5,466,41,237,20
419,735,480,162,134,103,170,194,11,95,66
0,774,15,240,244,76,522,373,71,286,54
141,574,293,70,304,25,47,30,122,26,45
349,337,522,77,216,111,79,557,237,123,34
316,559,512,6,27,16,525,92,293,409,30
144,281,125,157,202,88,524,513,57,336,48
224,195,178,11,273,60,49,626,123,212,21
299,251,495,8,377,83,512,320,255,69,75
88,448,483,76,62,33,274,204,289,395,23
299,221,495,54,377,83,512,320,266,69,75
22,548,136,46,77,66,524,173,283,262,25
75,753,488,7,344,24,258,451,64,47,28
150,388,90,104,93,115,361,382,41,154,5
282,342,67,199,319,106,545,111,200,85,7
180,321,353,191,273,54,333,490,133,100,33
22,548,136,46,77,12,162,173,97,262,25
287,574,293,70,388,25,47,30,122,26,45
30,532,415,53,31,83,305,450,55,151,96
141,325,219,121,395,78,424,165,9,103,26
144,774,420,157,202,88,524,513,57,323,48
60,210,17,193,51,57,462,336,293,232,62
383,58,0,8,395,42,409,417,279,356,90
185,2,320,84,29,69,5,466,195,237,20
142,473,351,216,247,107,148,481,39,47,93
322,387,500,12,487,114,187,580,146,313,91
370,444,164,53,64,93,464,355,86,306,17
284,492,546,205,426,23,513,467,28,177,40
30,842,123,50,308,49,34,604,219,316,58
166,771,461,38,482,33,440,592,2,279,44
407,661,58,31,387,39,205,37,126,78,47
407,240,495,24,283,35,424,192,107,73,65
82,642,424,12,337,16,468,415,121,98,86
370,444,164,240,64,92,464,355,265,306,17
75,813,233,153,380,52,229,319,136,200,67
24,516,398,11,443,105,564,7,83,122,16
276,466,212,230,241,13,334,389,16,157,84
141,481,219,121,395,24,499,165,75,103,26
54,482,37,24,462,46,239,66,271,312,55
359,495,288,21,219,114,166,351,219,80,50
224,195,178,11,303,45,385,626,123,212,21
383,58,0,59,395,109,409,372,54,356,90
389,624,80,29,276,66,363,123,119,32,73
389,27,500,228,209,42,263,445,285,343,74
349,496,390,174,221,105,272,482,28,246,68
299,351,495,8,377,83,512,561,266,69,75
10,657,170,137,335,11,41,368,184,250,42
195,421,372,74,90,102,222,317,233,403,94
446,171,480,252,88,43,551,550,294,161,85
122,66,122,202,491,38,390,338,221,237,63
228,840,241,118,33,6,576,492,155,420,13
446,171,480,252,83,43,551,151,190,91,85
56,149,385,33,448,23,547,485,252,325,32
141,481,219,121,395,30,124,165,75,103,26
182,775,290,143,0,83,269,517,142,29,64
56,149,385,33,442,23,547,545,252,179,32
282,342,67,199,319,106,545,111,155,77,7
3,101,141,18,400,0,330,214,157,183,14
370,444,137,53,64,92,79,355,86,306,17
144,774,420,157,202,88,524,355,57,227,48
446,639,480,252,264,43,551,550,190,91,85
75,658,488,7,344,24,258,393,137,47,28
12,143,55,93,15,69,273,64,33,8,51
166,771,191,38,482,33,440,438,205,84,44
168,392,10,36,80,16,528,274,167,365,95
152,191,367,185,76,94,67,611,105,385,19
383,58,364,59,218,42,409,372,279,356,90
141,481,219,121,395,78,424,165,197,103,26
28,115,17,181,115,0,76,439,59,94,56
101,313,73,145,296,95,164,100,253,406,88
59,364,450,249,112,73,274,430,189,134,41
438,750,109,252,18,73,425,550,157,337,35
328,469,80,189,394,98,283,533,81,377,98
191,421,166,3,319,30,83,387,182,124,4
88,448,483,72,62,33,274,204,289,43,23
389,160,40,124,386,84,119,110,152,369,27
198,82,147,112,385,28,303,531,268,69,80
331,801,471,15,311,7,20,330,146,50,76
383,58,0,25,395,12,409,372,279,356,90
421,444,164,53,64,22,464,355,86,306,17
141,733,219,121,395,78,576,165,75,103,26
168,648,2,112,182,94,404,571,253,325,97
195,197,372,41,90,102,573,317,233,403,94
9,603,209,133,369,64,145,574,72,390,71
237,840,389,118,33,6,576,403,155,420,13
284,492,546,245,243,23,513,300,85,177,40
10,657,403,137,335,11,41,541,184,250,42
88,448,483,75,62,33,274,94,289,395,23
304,330,323,239,324,67,148,582,121,151,57
251,482,244,169,134,38,389,284,1,220,92
224,260,178,80,273,45,49,626,123,212,21
41,231,42,225,124,80,577,537,97,238,37
88,448,171,75,62,85,274,204,289,395,23
287,349,468,190,145,100,63,503,136,415,52
389,624,80,29,276,6,363,221,118,32,73
30,840,529,118,33,6,576,492,155,420,13
166,793,191,38,482,33,440,438,2,279,44
322,387,500,12,487,102,187,580,247,313,91
446,204,480,60,88,43,551,550,190,91,85
141,574,293,70,388,91,47,30,122,26,45
75,92,339,153,380,52,229,319,136,200,67
150,388,416,104,189,115,361,377,41,154,5
294,425,468,190,145,100,63,503,91,172,52
168,392,537,36,80,16,85,274,167,148,95
322,387,500,12,487,72,104,580,146,313,91
30,532,415,53,256,83,373,450,55,151,96
389,27,525,228,209,42,263,445,285,57,74
60,411,17,193,164,57,462,336,227,232,62
276,466,212,230,241,13,250,389,273,157,84
195,197,372,190,90,102,92,317,233,403,94
141,481,219,121,395,78,424,165,75,399,26
316,559,63,6,27,29,525,92,184,409,30
54,258,491,49,172,90,525,485,26,201,72
39,321,353,191,93,54,333,21,133,100,33
88,448,483,75,62,33,274,323,289,395,23
438,750,109,252,224,73,425,251,165,69,35
291,156,68,215,296,35,195,414,201,31,70
56,149,385,33,442,23,547,485,193,179,32
82,642,424,12,337,16,468,256,275,120,86
404,698,355,64,18,4,243,10,139,267,24
383,58,0,59,395,42,409,372,279,356,90
341,503,292,8,491,25,165,299,79,295,36
3,101,141,18,400,0,330,214,77,183,14
28,115,17,181,115,0,93,509,59,226,56
54,258,491,49,172,90,339,357,26,201,72
84,609,153,209,199,87,174,580,227,225,0
10,657,170,137,335,11,41,541,184,231,42
294,349,468,190,488,100,38,503,136,172,52
83,624,80,29,276,6,363,123,195,32,73
39,321,353,191,475,54,333,490,133,100,33
168,648,2,112,182,94,513,571,178,325,97
349,707,522,77,216,32,416,557,237,123,34
389,27,525,228,209,42,263,445,244,343,74
407,240,495,202,283,35,424,104,217,73,65
75,813,420,153,380,52,229,319,262,200,67
3,101,141,18,400,33,16,214,77,183,14
140,247,208,138,310,68,341,303,156,257,79
51,465,115,28,257,6,400,449,30,96,18
349,496,390,174,221,46,272,120,28,246,68
430,232,474,100,449,101,487,554,75,146,77
22,548,72,46,190,66,162,173,283,262,25
438,750,109,252,224,73,425,251,36,337,35
195,197,372,190,90,42,222,317,233,403,94
41,6,42,225,124,80,241,341,97,238,37
370,444,164,53,64,92,464,185,189,306,17
78,27,525,228,209,42,263,75,285,343,74
322,387,500,12,487,56,187,580,146,313,91
141,22,293,70,388,25,47,30,122,26,45
328,469,80,189,177,34,283,533,191,377,98
168,392,537,120,80,16,528,274,164,148,95
294,349,468,190,145,100,161,503,136,172,52
406,454,55,93,82,69,273,64,33,8,51
140,247,208,138,310,68,202,171,156,257,79
438,750,109,252,224,73,237,251,157,337,35
389,27,525,228,209,42,482,445,285,343,74
205,351,495,8,377,83,512,320,266,69,75
438,750,109,252,224,91,425,67,157,337,35
59,364,450,3,112,73,274,85,189,134,41
282,342,67,199,319,106,545,111,70,85,7
64,90,454,10,337,11,235,453,164,205,3
389,27,525,228,209,42,6,445,285,343,74
430,232,474,13,449,101,487,554,75,146,77
416,432,392,140,296,48,487,149,12,286,39
349,17,65,174,221,105,272,120,28,246,68
407,240,495,202,283,35,424,192,217,128,65
28,115,17,181,115,0,72,364,59,94,56
39,321,353,255,152,54,396,490,133,100,33
318,156,68,6,456,35,195,414,9,31,70
419,735,581,44,134,103,170,194,11,95,66
195,576,372,190,90,102,222,317,233,403,94
22,548,136,46,265,66,154,173,283,262,25
407,240,495,202,283,35,424,16,217,81,65
436,92,46,140,316,78,460,634,253,113,31
88,448,483,75,62,33,274,464,289,395,23
438,750,109,252,418,73,425,251,157,337,35
376,195,178,207,273,45,49,626,123,212,21
140,304,208,138,403,68,202,303,156,257,79
142,473,50,147,247,107,157,481,39,47,93
54,258,491,49,172,90,339,291,260,201,72
142,783,50,216,247,107,157,481,39,275,93
144,774,420,157,202,88,524,513,57,197,48
3,101,141,18,400,84,330,214,77,183,14
369,532,415,53,31,83,351,450,248,151,96
30,249,415,53,31,83,351,450,55,392,96
195,197,372,190,331,102,367,317,233,403,94
82,642,424,12,337,16,468,256,246,281,86
168,648,2,112,182,94,404,571,178,325,97
331,801,471,15,311,7,20,147,146,50,76
75,753,488,7,167,24,258,393,212,47,28
41,231,42,195,124,80,241,537,97,238,37
30,842,123,37,427,49,34,354,219,316,58
38,559,176,189,49,115,178,411,230,279,89
28,115,17,181,115,0,76,509,59,189,56
349,496,390,109,221,105,272,120,28,246,68
328,469,80,189,127,34,283,533,81,83,98
30,532,415,53,271,83,351,450,55,39,96
279,27,525,228,209,42,263,445,285,343,74
82,642,424,12,337,16,468,256,95,98,86
284,492,546,205,243,23,513,300,74,177,40
141,481,30,121,395,78,424,165,75,103,26
455,342,67,199,319,106,545,111,155,75,7
54,258,491,49,388,90,339,291,26,201,72
294,349,468,190,145,108,63,503,136,172,52
449,710,209,136,46,13,469,480,284,359,53
30,532,415,53,31,83,351,450,172,151,96
443,392,537,36,80,16,528,274,167,148,95
389,27,69,228,209,42,263,445,285,310,74
122,66,122,226,491,38,390,333,293,193,63
30,842,123,37,426,49,34,425,219,316,58
141,574,293,70,388,25,503,30,122,26,45
54,769,491,49,172,90,339,291,26,328,72
141,656,293,70,388,25,47,30,122,26,45
39,26,353,191,152,54,333,490,133,100,33
122,66,122,202,491,38,390,333,221,193,63
64,90,330,10,337,11,381,453,164,396,3
419,735,590,162,134,88,170,194,287,95,66
349,496,390,174,221,105,272,120,43,246,68
30,842,123,37,426,49,34,604,280,119,58
371,55,421,98,495,71,414,499,73,111,99
122,66,122,202,491,67,390,333,221,193,63
440,774,420,157,136,88,524,513,57,336,48
446,171,480,252,88,43,551,550,190,277,85
349,707,48,77,216,111,101,557,237,123,34
407,240,495,52,283,35,424,192,217,73,65
359,27,525,97,209,42,263,445,285,343,74
41,231,42,225,346,80,241,106,97,238,37
128,247,208,138,310,68,202,303,156,257,79
283,465,303,29,268,65,494,430,223,253,83
328,469,80,189,394,34,283,533,145,377,98
75,753,488,55,344,24,258,393,137,133,28
28,842,123,37,426,49,34,604,219,316,58
446,171,480,252,486,43,551,550,190,91,85
82,371,333,12,337,16,468,256,275,98,86
237,840,389,118,33,6,576,492,155,420,13
349,496,390,174,221,105,272,73,242,246,68
141,481,219,121,353,78,176,165,75,103,26
433,444,164,53,64,92,464,403,86,306,17
436,92,464,140,240,78,460,634,198,113,31
445,58,0,59,395,42,51,372,279,356,90
54,258,491,49,172,90,339,291,26,113,72
446,708,480,91,88,43,551,550,190,91,85
224,195,37,11,273,45,49,626,123,212,21
168,648,2,112,182,94,404,34,178,325,97
438,750,109,252,224,73,425,300,214,337,35
142,473,50,216,247,107,157,324,39,47,93
56,149,385,33,442,23,547,485,252,392,32
75,753,488,7,344,54,258,393,137,47,28
449,710,209,136,409,13,469,480,284,287,53
185,147,320,84,29,69,5,466,190,399,20
316,559,63,6,392,16,525,92,293,409,30
51,465,115,161,257,107,400,449,30,96,18
349,496,7,174,221,105,272,120,28,246,68
25,635,523,224,181,101,565,537,121,380,9
365,36,274,131,352,10,560,115,167,267,6
141,574,293,70,388,78,47,233,122,26,45
371,483,421,226,495,71,414,499,73,111,99
389,785,80,29,276,6,363,123,119,335,73
155,271,37,24,462,46,239,143,271,312,55
101,392,537,36,80,16,62,274,167,148,95
79,778,166,197,33,40,113,532,72,287,60
430,232,358,22,449,101,487,340,75,146,77
21,801,471,15,311,7,20,136,146,381,76
419,735,533,162,134,103,170,12,11,95,66
383,58,0,59,395,42,409,372,279,315,90
407,240,495,202,283,102,424,192,217,73,65
51,465,115,28,257,19,400,449,30,96,18
349,707,522,77,216,38,101,273,237,123,34
166,771,191,38,482,33,552,438,2,279,44
178,448,483,75,62,89,274,204,289,395,23
284,61,546,205,243,44,513,300,28,177,40
22,548,136,214,77,66,162,173,283,262,25
224,195,178,11,273,45,49,626,123,138,21
108,191,367,54,66,94,67,611,105,385,19
168,392,537,167,80,16,528,274,167,148,95
41,231,42,225,124,64,241,537,97,238,37
100,483,208,98,495,71,414,499,73,111,99
371,483,421,98,495,71,414,499,47,111,99
168,648,2,112,418,94,404,571,178,325,97
141,481,219,121,356,78,424,165,75,103,26
141,678,293,70,388,25,47,30,122,26,45
141,481,60,121,395,78,424,165,75,60,26
150,587,416,104,93,115,361,377,41,154,5
430,232,474,231,449,101,487,600,75,146,77
3,101,141,189,400,0,330,214,77,48,14
60,411,17,193,51,57,253,336,227,232,62
371,736,421,251,495,71,414,499,73,111,99
246,624,80,29,276,6,363,123,119,32,73
351,775,290,143,0,10,269,517,142,29,64
316,559,63,6,27,16,525,141,293,409,30
144,774,420,157,202,88,524,513,57,307,48
54,258,491,49,172,86,339,291,26,201,72
63,27,525,228,209,42,263,445,285,343,74
60,411,17,193,252,57,462,336,227,188,62
261,420,480,179,98,18,37,629,116,56,87
416,432,490,140,264,48,96,149,12,286,39
64,90,330,10,337,41,235,453,164,246,3
168,392,537,99,80,5,528,274,167,148,95
430,232,474,22,449,101,487,554,75,223,77
349,707,520,77,216,111,101,557,237,123,34
438,750,417,252,241,73,425,251,157,337,35
185,564,320,83,29,69,5,466,67,237,20
39,321,353,204,152,54,333,490,133,100,33
115,707,522,77,216,111,101,557,190,123,34
237,840,389,186,33,6,576,492,155,420,13
389,27,234,228,209,42,263,445,285,137,74
389,27,525,228,209,42,263,445,63,384,74
438,750,109,241,361,73,425,251,157,337,35
38,559,548,189,49,56,178,411,230,244,89
60,550,17,193,51,57,462,642,227,232,62
224,195,474,11,273,45,49,626,113,212,21
370,444,164,53,64,111,464,355,86,306,17
51,465,115,28,257,107,400,129,30,364,18
229,609,153,209,199,87,156,580,227,225,0
0,774,515,218,244,76,522,373,71,296,54
446,171,480,252,88,43,551,550,190,195,85
84,676,153,209,199,87,156,580,227,225,0
60,411,17,173,51,57,462,336,227,232,62
39,321,353,191,152,54,333,490,251,100,33
168,648,2,164,182,94,404,571,178,325,97
282,342,112,199,319,44,545,111,155,85,7
141,593,219,121,395,1,424,165,75,103,26
24,516,398,11,480,105,564,7,83,272,16
39,321,353,154,152,54,251,490,133,100,33
341,503,292,8,491,25,165,299,79,295,36
370,444,164,53,329,92,464,355,86,306,17
201,90,330,10,337,11,235,453,164,246,3
349,496,390,174,221,105,272,187,28,246,68
88,448,483,75,62,33,274,204,289,286,23
251,482,314,169,35,38,389,284,1,226,92
39,321,353,191,152,54,333,169,92,100,33
316,559,513,6,255,16,525,92,293,409,30
331,801,471,15,311,7,353,136,146,50,76
191,421,521,3,378,30,83,538,182,124,4
140,247,208,138,310,68,202,303,156,257,79
349,707,522,77,216,111,101,557,92,123,34
141,481,219,121,395,78,288,165,75,103,26
389,780,525,228,209,42,263,445,285,343,74
299,351,495,8,377,61,566,320,266,69,75
407,240,495,160,283,35,424,192,217,73,65
173,138,216,75,494,44,308,210,174,31,10
28,115,17,181,100,0,76,509,59,94,56
119,481,219,121,395,78,424,165,75,103,26
383,629,0,59,395,42,409,372,279,356,90
168,392,537,36,80,16,528,274,167,148,95
56,149,385,33,442,68,547,485,252,178,32
299,351,523,8,377,83,512,320,266,381,75
32,195,178,11,273,45,49,626,123,93,21
54,258,491,204,172,90,339,291,117,201,72
349,593,522,77,216,111,101,557,237,123,34
87,349,219,121,395,78,424,165,75,103,26
351,775,290,235,0,83,269,517,142,29,64
287,330,130,239,324,67,326,582,121,151,57
414,171,480,252,88,43,551,550,190,91,85
404,377,355,64,18,86,466,10,139,267,24
112,432,392,140,264,97,487,149,12,286,39
404,451,355,64,18,86,243,10,217,267,24
230,243,525,228,209,42,263,445,285,343,74
152,191,476,185,66,94,67,611,25,385,19
101,313,73,194,296,95,164,100,253,187,88
114,448,483,75,459,33,274,204,289,395,23
38,559,548,189,49,115,178,411,11,244,89
365,36,274,96,214,10,560,115,167,267,6
371,483,421,98,495,71,491,499,73,111,99
140,247,208,138,310,100,202,303,156,257,79
69,771,191,38,482,33,440,438,2,279,44
282,635,303,199,319,106,545,111,155,85,7
82,642,424,12,337,16,196,256,275,98,86
140,247,208,138,310,68,202,372,127,257,79
122,66,122,202,491,102,390,303,221,193,63
39,321,353,191,152,54,333,490,133,82,33
349,707,522,220,216,111,101,276,237,123,34
295,377,355,64,18,86,243,10,139,209,24
51,465,115,70,30,107,400,449,30,96,18
284,492,546,205,243,23,513,407,28,177,40
168,392,151,235,80,16,528,274,167,148,95
141,481,219,121,395,34,424,165,75,103,26
276,466,212,230,241,13,250,506,16,386,84
224,195,178,124,273,27,49,626,123,212,21
38,559,548,189,49,115,178,411,230,127,89
331,801,471,15,311,7,20,136,146,218,76
22,548,136,46,77,49,162,173,261,262,25
416,432,392,140,264,34,487,149,144,286,39
322,644,495,202,283,35,424,192,217,73,65
140,574,77,138,310,68,202,303,156,257,79
389,27,525,228,209,42,263,445,197,140,74
201,197,372,190,90,102,222,317,233,403,94
212,191,367,185,212,94,67,611,105,385,19
284,492,546,205,243,23,513,595,28,177,40
349,496,390,174,221,46,272,528,28,246,68
